date,product_id,amount,buyer,seller,price,discount,total,update_timestamp,deal_id
2014-10-14,8338,3749,2851,3533,65594.4310420275,0.37749499807291664,40832.861422223265,2021-09-06 18:49:24.716656,id48
2000-02-25,5099,800,4564,4381,11902.537318143102,0.23088612188875313,9154.40663612088,2021-09-06 18:49:24.716656,id49
2010-05-25,6352,7624,8805,8117,23742.391234063332,0.11920169167427375,20912.258034570536,2021-09-06 18:49:24.716656,id50
2009-01-09,8624,6189,7110,7850,98376.46990260067,0.43632245257268376,55452.607279255135,2021-09-06 18:49:24.716656,id51
2009-02-27,6260,99,4471,1148,31785.49018634468,0.7386230418192601,8307.994739190533,2021-09-06 18:49:24.716656,id52
2001-08-23,9062,4192,2953,878,17705.67412271016,0.0701193361817184,16464.164006575895,2021-09-06 18:49:24.716656,id53
2005-09-27,1809,2962,1003,361,34557.83483460598,0.13098414032904893,30031.306547161854,2021-09-06 18:49:24.716656,id54
2017-03-17,9243,982,2,8435,52092.20899683117,0.35090461581725163,33812.81241172615,2021-09-06 18:49:24.716656,id55
2017-06-19,4522,9287,6559,2442,81232.35149441565,0.32743056487068745,54634.3967588249,2021-09-06 18:49:24.716656,id56
2006-05-06,4903,6799,6107,9506,51415.93607367151,0.9951058643724268,251.6365645631813,2021-09-06 18:49:24.716656,id57
2002-03-23,5134,9402,1034,8763,56094.19052677057,0.12765214180537465,48933.64696318955,2021-09-06 18:49:24.716656,id58
2019-06-01,3285,1794,9866,8619,6515.394932957785,0.32950663007515213,4368.529104990144,2021-09-06 18:49:24.716656,id59
2015-04-10,3768,6566,7863,1872,87501.05181694771,0.3989839901602661,52589.53301980171,2021-09-06 18:49:24.716656,id60
2013-04-18,1996,1609,5163,8162,90675.78641700326,0.5009001632417055,45256.270198656304,2021-09-06 18:49:24.716656,id61
2004-09-22,6758,9185,4895,335,23887.09259018541,0.7160309719518854,6783.19446573027,2021-09-06 18:49:24.716656,id62
2019-10-03,9522,2594,1918,2158,80570.38138103727,0.9346770353103476,5263.096177985324,2021-09-06 18:49:24.716656,id63
2019-10-11,2767,767,289,1671,22078.18774515915,0.9787572299826661,469.00186466993546,2021-09-06 18:49:24.716656,id64
2004-11-20,5974,8788,8601,7810,20896.175989387222,0.42297661131431996,12057.582279968557,2021-09-06 18:49:24.716656,id65
2002-09-22,3111,294,9198,7496,33080.47908114173,0.0847253372822464,30277.724333533704,2021-09-06 18:49:24.716656,id66
2001-02-17,4868,7639,981,1812,91985.6280665193,0.6291354761413568,34114.20615472793,2021-09-06 18:49:24.716656,id67
2017-04-19,3483,7891,5138,2159,64778.097521820055,0.887849632201467,7264.887462361359,2021-09-06 18:49:24.716656,id68
2015-05-21,3429,6016,852,9060,44288.5243788847,0.6291453900396895,16424.603434248987,2021-09-06 18:49:24.716656,id69
2007-01-20,2284,6756,5326,8200,84934.74850386842,0.12429644480390167,74377.66122452407,2021-09-06 18:49:24.716656,id70
2014-10-10,9507,7002,5301,2372,79612.80024789242,0.5132595199398792,38750.77261158966,2021-09-06 18:49:24.716656,id71
2011-11-06,3467,252,913,9423,55425.113803135915,0.9372369647114668,3478.6483734971916,2021-09-06 18:49:24.716656,id72
2007-01-02,2924,2190,5635,5933,68601.9768044568,0.25846284915955786,50870.914421598995,2021-09-06 18:49:24.716656,id73
2003-11-25,6209,5692,6272,3587,65325.22721382472,0.16710766378371933,54408.881107981826,2021-09-06 18:49:24.716656,id74
2016-02-27,3403,1574,6504,5090,56893.30669611531,0.10662803274822275,50826.885326567244,2021-09-06 18:49:24.716656,id75
2001-02-02,8163,963,1033,5795,57363.06870476331,0.7082700171732204,16734.527048131982,2021-09-06 18:49:24.716656,id76
2020-04-12,3878,7293,6453,6862,43198.24482938569,0.25443407156381326,32207.139513034643,2021-09-06 18:49:24.716656,id77
2003-07-21,9473,9502,4014,487,20430.60413507669,0.7440923130006689,5228.348648206445,2021-09-06 18:49:24.716656,id78
2004-09-25,3621,526,7275,1563,524.703847604735,0.7316142380128858,140.82304195696742,2021-09-06 18:49:24.716656,id79
2009-06-07,4357,6672,7446,2544,29057.70516148045,0.3370117389283267,19264.917415743308,2021-09-06 18:49:24.716656,id80
2007-02-16,7864,2364,109,1,50107.16292609698,0.9185664528551639,4080.4040144363025,2021-09-06 18:49:24.716656,id81
2000-07-12,577,2332,2076,8487,82099.66842306631,0.939727690887875,4948.3365931980225,2021-09-06 18:49:24.716656,id82
2004-07-26,6901,312,2266,9387,75073.57072956767,0.9914448228442125,642.2676973089983,2021-09-06 18:49:24.716656,id83
2017-08-17,421,9835,6282,9578,68825.4618880023,0.03018908546994592,66747.6841365569,2021-09-06 18:49:24.716656,id84
2016-09-20,8409,9487,5108,9027,52991.8300715531,0.14667714097981266,45219.13994136963,2021-09-06 18:49:24.716656,id85
2018-01-09,8221,4089,7803,9536,97742.34816268155,0.2161369349665354,76616.61661436758,2021-09-06 18:49:24.716656,id86
2014-07-27,2607,3692,5629,3854,64582.16615203139,0.3155530318425359,44203.067819799486,2021-09-06 18:49:24.716656,id87
2006-09-21,5110,8288,2636,3305,95739.10682690577,0.9923617937218885,731.2750468260638,2021-09-06 18:49:24.716656,id88
2008-04-04,8036,7440,9588,4809,22284.256160907735,0.0660047385829372,20813.38965849181,2021-09-06 18:49:24.716656,id89
2011-11-20,9153,2291,6063,9413,45495.26762149213,0.9705356386688287,1340.4890040579776,2021-09-06 18:49:24.716656,id90
2001-01-03,7285,4455,2418,2358,83666.81872656703,0.34013176645936793,55209.07587906406,2021-09-06 18:49:24.716656,id91
2007-07-11,3061,9465,6439,8681,47921.96171553918,0.21290915419598544,37718.93737927134,2021-09-06 18:49:24.716656,id92
2008-02-07,1999,1442,1675,1224,90337.95465072508,0.6774552816884732,29138.030135657602,2021-09-06 18:49:24.716656,id93
2018-03-15,3920,5939,7201,9898,28222.936853966185,0.808667115962033,5399.975904290775,2021-09-06 18:49:24.716656,id94
2003-02-04,9388,4466,201,6732,29101.27042578825,0.15699585266189786,24532.491661747154,2021-09-06 18:49:24.716656,id95
2006-08-22,39,2589,6111,2215,91053.34513699033,0.9930938708822048,628.8261581232218,2021-09-06 18:49:24.716656,id96
2020-09-08,3512,7183,1564,9745,70785.28379076315,0.36274102123101704,45108.55766037437,2021-09-06 18:49:24.716656,id97
2010-02-12,6038,4102,940,9173,29578.756549592432,0.07717346509107947,27296.06141357492,2021-09-06 18:49:24.716656,id98
2019-01-05,1489,3590,3483,5641,91500.58313994513,0.3769084718857437,57013.23817201396,2021-09-06 18:49:24.716656,id99
2017-11-14,3636,9613,5560,526,18674.92765069998,0.366194452799562,11836.272738580492,2021-09-06 18:49:24.716656,id100
2009-04-03,736,5366,9959,6240,52316.53182011484,0.1347509618965267,45266.82883426412,2021-09-06 18:49:24.716656,id101
2000-03-15,7821,8274,3483,8972,43263.23960654751,0.15066968191374053,36744.78105647106,2021-09-06 18:49:24.716656,id102
2001-03-14,9750,2341,8790,4423,95074.7106067471,0.4235734358626625,54803.588771398914,2021-09-06 18:49:24.716656,id103
2005-05-06,8560,3567,2205,2676,61964.380716278414,0.3655482839642904,39313.40767853287,2021-09-06 18:49:24.716656,id104
2017-10-22,7135,9695,4130,1508,92041.50289776469,0.22075718031408165,71722.68024618378,2021-09-06 18:49:24.716656,id105
2007-07-25,5813,8223,6288,6520,51447.47185344702,0.9362350429812828,3280.545831456715,2021-09-06 18:49:24.716656,id106
2007-03-03,2730,4782,7062,6898,21.97650870507939,0.3901663700769695,13.402014076653643,2021-09-06 18:49:24.716656,id107
2002-06-13,3775,2879,3163,7000,11000.96214213705,0.8707295090614697,1422.0997769102414,2021-09-06 18:49:24.716656,id108
2015-10-14,6152,1011,8568,3767,39249.719750331446,0.009707984369271117,38868.684084496956,2021-09-06 18:49:24.716656,id109
2009-04-05,6323,6474,2353,9217,77886.84930884291,0.05723268599118492,73429.17571950717,2021-09-06 18:49:24.716656,id110
2010-09-09,2937,8514,7451,3398,74374.5106930102,0.8877307782521031,8349.968433384885,2021-09-06 18:49:24.716656,id111
2012-01-01,1253,4440,235,1891,30003.285020217296,0.8192903079229874,5421.88439730231,2021-09-06 18:49:24.716656,id112
2014-08-26,2443,4586,5899,2299,73334.32672562431,0.19350123427252774,59144.04398967119,2021-09-06 18:49:24.716656,id113
2015-06-24,7159,4663,284,5702,24513.914431180805,0.7376635594734067,6430.89305524946,2021-09-06 18:49:24.716656,id114
2009-03-14,9369,2685,7444,3298,81056.94456813975,0.8257032871848973,14127.958989062754,2021-09-06 18:49:24.716656,id115
2015-10-25,7925,9047,7785,3486,9853.225028694478,0.56131326882681,4322.479079351842,2021-09-06 18:49:24.716656,id116
2014-06-27,2489,1079,7823,3922,2161.952910364251,0.9896065668353424,22.47011307900766,2021-09-06 18:49:24.716656,id117
2005-09-23,9685,2317,2666,8667,20080.853092199548,0.43954005641617033,11254.513791169331,2021-09-06 18:49:24.716656,id118
2000-06-08,4220,4310,7258,4088,36029.25213059138,0.9134133205906737,3119.653303589301,2021-09-06 18:49:24.716656,id119
2002-11-19,1364,9488,478,420,56412.26324397961,0.33031707731584803,37778.32932445602,2021-09-06 18:49:24.716656,id120
2004-07-22,5360,6279,3010,1209,19355.596104963603,0.10849386331396327,17255.632706791403,2021-09-06 18:49:24.716656,id121
2000-04-15,4125,3043,7396,9941,95634.75630087161,0.5245058812860609,45473.76416570528,2021-09-06 18:49:24.716656,id122
2020-01-05,8020,6337,3667,10,69796.46503481538,0.7815211115708129,15249.054097093082,2021-09-06 18:49:24.716656,id123
2002-05-08,3209,8155,2307,8749,91937.86537169131,0.28425187283505926,65804.35495533052,2021-09-06 18:49:24.716656,id124
2007-11-19,5011,9295,2471,3963,81127.72955972406,0.02343767288567211,79226.28437234598,2021-09-06 18:49:24.716656,id125
2012-09-05,5602,192,2535,356,40943.803375997435,0.6201259361989173,15553.488975912634,2021-09-06 18:49:24.716656,id126
2015-10-25,8796,7743,9196,2219,10320.644506438459,0.5793720602760916,4341.151435366083,2021-09-06 18:49:24.716656,id127
2011-04-17,6789,9870,1980,453,24734.86939361349,0.3919263057055291,15040.623410065795,2021-09-06 18:49:24.716656,id128
2000-04-15,250,3447,1102,5917,38655.60923748933,0.6563211889868306,13285.113821730021,2021-09-06 18:49:24.716656,id129
2007-01-20,6485,9894,8437,60,43082.849590289276,0.11364105390420642,38186.86915765239,2021-09-06 18:49:24.716656,id130
2006-10-07,2164,2995,6898,3896,4222.30801032143,0.8609619177293705,587.0616085110091,2021-09-06 18:49:24.716656,id131
2007-01-23,1267,3604,5979,7477,37938.038807444595,0.8603831428531937,5296.789744608985,2021-09-06 18:49:24.716656,id132
2017-01-12,9390,9638,4963,814,60293.018829855326,0.5320513317584695,28214.03786569232,2021-09-06 18:49:24.716656,id133
2001-02-20,6201,600,3610,3254,70361.52231530657,0.5256565486919145,33375.5273343334,2021-09-06 18:49:24.716656,id134
2012-01-02,1130,3649,702,6229,26295.30809430223,0.7580068135473234,6363.285394495058,2021-09-06 18:49:24.716656,id135
2012-06-02,8853,5319,815,7989,92605.04319407276,0.35419055173022906,59805.211852162436,2021-09-06 18:49:24.716656,id136
2017-06-05,1601,7790,2735,6009,60377.02855885746,0.9099450724492664,5437.248932596485,2021-09-06 18:49:24.716656,id137
2010-06-07,3839,7828,5712,7346,47641.94821228731,0.7364691732696561,12555.121999428302,2021-09-06 18:49:24.716656,id138
2019-01-09,63,4972,1393,926,38343.7592839141,0.580907398806685,16069.585817825882,2021-09-06 18:49:24.716656,id139
2005-08-15,748,2685,2439,5229,10530.703857987733,0.34239722120646154,6925.020119664569,2021-09-06 18:49:24.716656,id140
2003-02-06,6625,1902,2567,7518,33471.79241643831,0.9693308910818065,1026.5500473069114,2021-09-06 18:49:24.716656,id141
2017-04-15,5778,4685,5541,8737,7711.860080239752,0.09125606194414637,7008.106099052804,2021-09-06 18:49:24.716656,id142
2006-09-07,6471,5097,1893,345,11406.84280856844,0.7460195816784367,2897.1147082485277,2021-09-06 18:49:24.716656,id143
2016-01-02,584,7739,4043,8198,18638.691811762088,0.509303698535827,9145.937136162222,2021-09-06 18:49:24.716656,id144
2014-01-05,1627,4960,4370,5603,37852.432931983545,0.44805649603855635,20892.40446594454,2021-09-06 18:49:24.716656,id145
2020-01-12,7817,8158,4227,4927,91535.09781699153,0.703447005689188,27145.0073421619,2021-09-06 18:49:24.716656,id146
2005-01-05,2421,2335,9484,9799,12887.327816707628,0.032715773742098664,12465.708915715966,2021-09-06 18:49:24.716656,id147
2007-07-07,9540,3396,4379,4012,55877.1622517284,0.30913248131662174,38603.71643592013,2021-09-06 18:49:24.716656,id148
2000-08-22,1587,9035,3630,8895,57780.897900337644,0.015043660533039849,56911.66168703073,2021-09-06 18:49:24.716656,id149
2007-11-06,8784,4986,9744,1709,11124.25490805311,0.3851474024882817,6839.777025598935,2021-09-06 18:49:24.716656,id150
2002-06-27,111,4750,2406,1771,47396.35805786813,0.9490214851169826,2416.195944653853,2021-09-06 18:49:24.716656,id151
2018-02-25,4838,3024,2616,9004,37683.171923407484,0.10445014882241588,33747.15900790689,2021-09-06 18:49:24.716656,id152
2011-07-06,5809,7210,5839,7247,19179.513343016864,0.3883712570952972,11730.74163551338,2021-09-06 18:49:24.716656,id153
2013-04-01,7083,5552,5545,7078,18388.05485970072,0.02471581740784934,17933.579053302838,2021-09-06 18:49:24.716656,id154
2006-06-06,1755,5973,7321,56,11676.873347804816,0.7657059020285341,2735.822508150981,2021-09-06 18:49:24.716656,id155
2013-09-08,7647,4959,6106,7290,54772.66007879469,0.9687547231441319,1711.3869282942906,2021-09-06 18:49:24.716656,id156
2020-04-18,8530,9103,9832,2387,19219.34035689884,0.7574251091916137,4662.129388483949,2021-09-06 18:49:24.716656,id157
2015-07-18,1659,6038,3689,7499,98036.33179388271,0.3290218944916141,65780.23217805097,2021-09-06 18:49:24.716656,id158
2001-11-22,8195,9024,3953,6531,74526.94250163728,0.08387832527051586,68275.74737706792,2021-09-06 18:49:24.716656,id159
2008-11-07,5865,1156,3937,3379,7763.165934383686,0.9311868825017416,534.2076496012214,2021-09-06 18:49:24.716656,id160
2006-04-15,2407,7088,7884,135,49014.794283491516,0.509159892233573,24058.42690825822,2021-09-06 18:49:24.716656,id161
2007-01-17,8227,9699,2707,4788,50771.33887727715,0.7581456230395879,12279.270531609814,2021-09-06 18:49:24.716656,id162
2015-01-11,5657,8286,6315,4022,42227.866451549875,0.2644458442323485,31060.882657638904,2021-09-06 18:49:24.716656,id163
2009-08-10,5445,4833,2843,3115,7699.932405525556,0.9641041633233431,276.3955160500427,2021-09-06 18:49:24.716656,id164
2020-03-16,2286,3601,5672,5868,78512.3001425133,0.9580035985591864,3297.2340748266433,2021-09-06 18:49:24.716656,id165
2001-06-23,5992,4595,8471,6668,70252.5709662432,0.33251141735674306,46892.7890213025,2021-09-06 18:49:24.716656,id166
2020-08-18,919,3951,7892,896,87076.75024085127,0.24019352012536732,66161.47907942378,2021-09-06 18:49:24.716656,id167
2011-06-21,5272,1289,654,4896,83819.20116685043,0.20022033816018092,67036.8923649074,2021-09-06 18:49:24.716656,id168
2002-10-15,8458,7271,1077,8040,91889.49776311399,0.562176084303864,40231.419721997896,2021-09-06 18:49:24.716656,id169
2007-04-09,8387,8603,8445,907,64522.74841574034,0.9310131977004082,4451.2180887829745,2021-09-06 18:49:24.716656,id170
2010-06-10,9877,4848,9442,6453,30896.813190824447,0.8873720176444372,3479.8457308992947,2021-09-06 18:49:24.716656,id171
2018-11-06,8890,562,9304,144,36899.3948794558,0.6252004151114894,13829.87788345727,2021-09-06 18:49:24.716656,id172
2003-02-25,7765,7727,2716,7428,41134.516624973905,0.7546742417292098,10091.356482124149,2021-09-06 18:49:24.716656,id173
2005-03-06,4854,4738,6624,4613,78993.28797515709,0.11397602633462778,69989.94690464175,2021-09-06 18:49:24.716656,id174
2017-01-19,3486,5194,6008,1593,43082.666799270744,0.22034834610203402,33589.472424386426,2021-09-06 18:49:24.716656,id175
2000-04-14,6667,1651,64,6622,29284.675469704158,0.8285212729694081,5021.6988710488695,2021-09-06 18:49:24.716656,id176
2013-05-18,4743,4543,1433,9432,64734.2544725034,0.42476121659844657,37237.65378716943,2021-09-06 18:49:24.716656,id177
2006-05-02,9027,2717,2720,2824,97808.30168735454,0.028951027985121724,94976.65080802671,2021-09-06 18:49:24.716656,id178
2000-07-04,2870,3142,4426,6009,78802.91513258225,0.7594778975628619,18953.84282586405,2021-09-06 18:49:24.716656,id179
2018-05-16,8375,72,3369,9153,38516.690690947806,0.12039459683392884,33879.489243834,2021-09-06 18:49:24.716656,id180
2018-11-04,2030,2860,9646,8964,17061.23150528408,0.7253396160256275,4686.044396316987,2021-09-06 18:49:24.716656,id181
2000-03-08,8968,529,7737,7615,31335.490636335417,0.24993426439399968,23503.67783471786,2021-09-06 18:49:24.716656,id182
2008-05-11,6198,8462,1163,6979,96700.92613833016,0.661761590080283,32707.967494792792,2021-09-06 18:49:24.716656,id183
2002-04-27,1372,9517,727,8645,39940.28871467301,0.7976703420622429,8081.1049535750535,2021-09-06 18:49:24.716656,id184
2009-09-24,7980,3434,7189,5181,10213.81751411946,0.027823811345259464,9929.630182491694,2021-09-06 18:49:24.716656,id185
2010-02-26,68,883,6204,2155,80823.03078514196,0.7830776862327548,17532.318843594287,2021-09-06 18:49:24.716656,id186
2020-05-06,3985,7430,7198,6446,29321.404415293106,0.5831780797024781,12221.804094202707,2021-09-06 18:49:24.716656,id187
2001-04-20,4757,5377,5102,2493,83940.48566285997,0.888717443168949,9341.111866203239,2021-09-06 18:49:24.716656,id188
2014-04-18,9978,7944,2902,3189,63241.76104582633,0.40968444755484634,37332.59510937137,2021-09-06 18:49:24.716656,id189
2004-10-04,929,2772,2580,4530,11376.608272631795,0.8812615225891877,1350.841144391552,2021-09-06 18:49:24.716656,id190
2014-06-08,2209,8715,1094,4403,87284.29453004563,0.06001869500728707,82045.60507772061,2021-09-06 18:49:24.716656,id191
2013-06-06,3728,2569,6568,6204,51776.92790164928,0.9222269084019249,4026.8517563619025,2021-09-06 18:49:24.716656,id192
2015-04-18,7069,3515,4194,3250,65071.279202371144,0.7851803568130121,13978.588979974236,2021-09-06 18:49:24.716656,id193
2004-09-09,2833,3413,9248,6046,35951.193485070646,0.5393423913702418,16561.190818218387,2021-09-06 18:49:24.716656,id194
2017-03-10,3066,7930,9678,4993,92685.85994106698,0.8505992496549999,13847.337021567,2021-09-06 18:49:24.716656,id195
2010-07-02,4890,4708,5159,5650,26429.22983558107,0.33644508239081183,17537.245426023295,2021-09-06 18:49:24.716656,id196
2019-04-13,1634,9404,3924,8913,22387.46781465649,0.1401259477664143,19250.402669037656,2021-09-06 18:49:24.716656,id197
2005-10-06,5692,2856,3416,2878,91874.53623463387,0.4758269338063592,48158.15736322679,2021-09-06 18:49:24.716656,id198
2002-07-11,5205,8404,2268,3606,44692.50505120328,0.2720486156007835,32533.970924292407,2021-09-06 18:49:24.716656,id199
2013-09-23,6209,521,9860,3698,48690.039175978,0.9036775323998699,4689.944720977204,2021-09-06 18:49:24.716656,id200
2010-02-08,7135,6482,8153,6916,47365.634034740455,0.7343587949889948,12582.264101098735,2021-09-06 18:49:24.716656,id201
2018-04-26,4378,7963,6106,8278,75892.00987522055,0.539927388987851,34915.835138252514,2021-09-06 18:49:24.716656,id202
2018-08-07,3084,9810,2732,9790,84188.85865278078,0.31981318611443466,57264.15153169716,2021-09-06 18:49:24.716656,id203
2017-08-16,1308,7505,3628,5572,97725.81933416643,0.19075894338373856,79083.7452966707,2021-09-06 18:49:24.716656,id204
2004-10-02,9244,1027,2707,9542,28670.97773862424,0.20158287012458864,22891.399756794177,2021-09-06 18:49:24.716656,id205
2002-06-10,4080,3881,2600,9039,16497.61199109685,0.5625727760058841,7216.504615797534,2021-09-06 18:49:24.716656,id206
2003-07-07,2517,3049,1059,5234,48490.5126418842,0.037286858967099934,46682.453735763884,2021-09-06 18:49:24.716656,id207
2000-02-10,1398,3168,4691,1111,17054.23859770353,0.06189536610087054,15998.660256127074,2021-09-06 18:49:24.716656,id208
2001-02-05,44,737,2469,3305,34298.40239216911,0.4947566332048515,17329.040300314296,2021-09-06 18:49:24.716656,id209
2011-04-15,2341,3824,4067,1516,42492.5869764072,0.595485897379668,17188.850688777766,2021-09-06 18:49:24.716656,id210
2020-02-15,458,4001,8072,466,30487.54813854674,0.6807666339986573,9732.642613396245,2021-09-06 18:49:24.716656,id211
2004-04-15,7313,8469,2161,598,74742.13642404426,0.2491723444163073,56118.46306458168,2021-09-06 18:49:24.716656,id212
2013-02-11,8565,8035,445,8457,85283.4230479861,0.8328801078249876,14252.55646409541,2021-09-06 18:49:24.716656,id213
2013-10-02,6186,4184,9130,8808,97746.14560007425,0.38859116457183907,59762.857048932856,2021-09-06 18:49:24.716656,id214
2008-05-02,3197,3231,9045,552,172.13452275901543,0.05327871011387153,162.9634174203482,2021-09-06 18:49:24.716656,id215
2015-05-03,3808,1653,3945,9040,58351.196499989754,0.5342822672012942,27175.186940067004,2021-09-06 18:49:24.716656,id216
2000-05-03,3069,8649,3926,4636,76122.78754585015,0.7523845326949768,18849.17961072668,2021-09-06 18:49:24.716656,id217
2017-11-06,3630,6340,340,837,60320.40653871865,0.03645490810084673,58121.43166174395,2021-09-06 18:49:24.716656,id218
2000-10-12,2545,370,7,8562,67451.4118810302,0.9568124719712034,2913.0597411938943,2021-09-06 18:49:24.716656,id219
2003-06-10,5717,1286,2820,1875,84196.10039249375,0.7182209880822324,23724.69397592605,2021-09-06 18:49:24.716656,id220
2014-07-04,9334,2002,4391,4174,87926.88865888624,0.8938709924912768,9331.593426697611,2021-09-06 18:49:24.716656,id221
